DistrictName,DistrictLEANumber,TotalDistrictEnrollment,CampusName,CampusID,TotalSchoolEnrollment,NewStudentCases,NewStaffCases,NewOnCampus,NewOffCampus,NewUnknown,TotalStudentCases,TotalStaffCases,TotalOnCampus,TotalOffCampus,TotalUnknown
ACADEMY ISD,'014901,1771,ACADEMY H S,'014901001,507, , , , , ,50,3,0,0,53
ACADEMY ISD,'014901,1771,"BELL COUNTY ALTERNATIVE
SCHOOL",'014901005,0, , , , , , , , , , 
ACADEMY ISD,'014901,1771,ACADEMY J H,'014901041,414, , , , , ,50,9,1,0,58
ACADEMY ISD,'014901,1771,ACADEMY JJAEP,'014901042,0, , , , , , , , , , 
ACADEMY ISD,'014901,1771,ACADEMY INT,'014901101,386, , , , , ,29,8,0,0,37
ACADEMY ISD,'014901,1771,ACADEMY EL,'014901102,464, , , , , ,13,7,0,0,20
ACADEMY ISD TOTAL,'014901,1771,,,1771, , , , , ,142,27,1,0,168
BARTLETT ISD,'014902,390,BARTLETT SCHOOLS,'014902001,390, , , , , ,30,3,2,8,23
BARTLETT ISD,'014902,390,WILLIAMSON CO J J A E P,'014902002,0, , , , , , , , , , 
BARTLETT ISD,'014902,390,BELL CO JJAEP,'014902003,0, , , , , , , , , , 
BARTLETT ISD TOTAL,'014902,390,,,390, , , , , ,30,3,2,8,23
BELTON ISD,'014903,13431,BELTON H S,'014903001,2619, , , , , ,155,32,23,72,92
BELTON ISD,'014903,13431,"BELTON NEW TECH H S AT
WASKOW",'014903005,0, , , , , ,*,6,*,*,*
BELTON ISD,'014903,13431,BELL CO J J A E P,'014903006,0, , , , , , , , , , 
BELTON ISD,'014903,13431,LAKE BELTON H S,'014903010,1600, , , , , ,104,20,9,40,75
BELTON ISD,'014903,13431,LAKE BELTON MIDDLE,'014903043,812, , , , , ,60,8,2,14,52
BELTON ISD,'014903,13431,SOUTH BELTON MIDDLE,'014903044,675, , , , , ,51,8,9,16,34
BELTON ISD,'014903,13431,NORTH BELTON MIDDLE,'014903045,899, , , , , ,85,13,37,29,32
BELTON ISD,'014903,13431,BELTON MIDDLE,'014903046,725, , , , , ,80,11,47,21,23
BELTON ISD,'014903,13431,LEON HEIGHTS EL,'014903102,223, , , , , ,14,3,0,9,8
BELTON ISD,'014903,13431,MILLER HEIGHTS EL,'014903103,293, , , , , ,10,1,0,6,5
BELTON ISD,'014903,13431,SOUTHWEST EL,'014903104,399, , , , , ,*,2,*,*,*
BELTON ISD,'014903,13431,LAKEWOOD EL,'014903108,698, , , , , ,26,7,4,14,15
BELTON ISD,'014903,13431,SPARTA EL,'014903109,633, , , , , ,35,6,3,12,26
BELTON ISD,'014903,13431,JOE M PIRTLE EL,'014903111,626, , , , , ,23,9,5,12,15
BELTON ISD,'014903,13431,TARVER EL,'014903116,727, , , , , ,48,12,10,23,27
BELTON ISD,'014903,13431,HIGH POINT EL,'014903117,620, , , , , ,26,5,2,15,14
BELTON ISD,'014903,13431,CHISHOLM TRAIL EL,'014903118,878, , , , , ,60,18,14,30,34
BELTON ISD,'014903,13431,"BELTON EARLY CHILDHOOD
SCHOOL",'014903119,437, , , , , ,20,1,7,7,7
BELTON ISD,'014903,13431,CHARTER OAK EL,'014903120,567, , , , , ,24,2,3,13,10
BELTON ISD,'014903,13431,,"Multiple
Campus",, , , , , ,0,40,12,4,24
BELTON ISD TOTAL,'014903,13431,,,13431, , , , , ,858,204,194,357,511
HOLLAND ISD,'014905,646,HOLLAND H S,'014905001,208, , , , , , , , , , 
HOLLAND ISD,'014905,646,BELL COUNTY JJAEP,'014905003,0, , , , , , , , , , 
HOLLAND ISD,'014905,646,BELL COUNTY DAEP,'014905004,0, , , , , , , , , , 
HOLLAND ISD,'014905,646,HOLLAND MIDDLE,'014905041,134, , , , , , , , , , 
HOLLAND ISD,'014905,646,HOLLAND EL,'014905101,304, , , , , , , , , , 
HOLLAND ISD TOTAL,'014905,646,,,646, , , , , , , , , , 
KILLEEN ISD,'014906,41565,KILLEEN H S,'014906001,2108,*,0,*,*,*,144,21,0,0,165
KILLEEN ISD,'014906,41565,C E ELLISON H S,'014906002,2570, , , , , ,66,10,0,0,76
KILLEEN ISD,'014906,41565,KILLEEN ISD CAREER CENTER,'014906003,0, , , , , ,*,5,*,*,*
KILLEEN ISD,'014906,41565,GATEWAY H S,'014906004,92, , , , , ,7,6,0,0,13
KILLEEN ISD,'014906,41565,PATHWAYS ACADEMIC CAMPUS,'014906006,369, , , , , ,16,3,0,0,19
KILLEEN ISD,'014906,41565,HARKER HEIGHTS H S,'014906007,2548,*,0,*,*,*,113,26,0,0,139
KILLEEN ISD,'014906,41565,ROBERT M SHOEMAKER H S,'014906008,2195,*,0,*,*,*,79,11,0,0,90
KILLEEN ISD,'014906,41565,GATEWAY MIDDLE,'014906009,27, , , , , ,0,5,0,0,5
KILLEEN ISD,'014906,41565,KILLEEN ISD EARLY COLLEGE H S,'014906013,953, , , , , ,25,3,0,0,28
KILLEEN ISD,'014906,41565,ADVENTHEALTH SCHOOL,'014906022,15, , , , , , , , , , 
KILLEEN ISD,'014906,41565,KILLEEN JJAEP,'014906026,<10, , , , , , , , , , 
KILLEEN ISD,'014906,41565,RANCIER MIDDLE,'014906043,792, , , , , ,42,18,0,0,60
KILLEEN ISD,'014906,41565,MANOR MIDDLE,'014906044,670,0,1,0,0,1,21,9,0,0,30
KILLEEN ISD,'014906,41565,EASTERN HILLS MIDDLE,'014906046,597,0,1,0,0,1,52,5,0,0,57
KILLEEN ISD,'014906,41565,PALO ALTO MIDDLE,'014906048,823,*,2,*,*,*,56,12,0,0,68
KILLEEN ISD,'014906,41565,LIBERTY HILL MIDDLE,'014906049,783, , , , , ,31,9,0,0,40
KILLEEN ISD,'014906,41565,LIVE OAK RIDGE MIDDLE,'014906050,717, , , , , ,18,1,0,0,19
KILLEEN ISD,'014906,41565,UNION GROVE MIDDLE,'014906051,619, , , , , ,43,7,0,0,50
KILLEEN ISD,'014906,41565,AUDIE MURPHY MIDDLE,'014906052,762,*,1,*,*,*,51,7,0,0,58
KILLEEN ISD,'014906,41565,CHARLES E PATTERSON MIDDLE,'014906053,993,*,1,*,*,*,46,5,0,0,51
KILLEEN ISD,'014906,41565,ROY J SMITH MIDDLE,'014906054,1358,*,0,*,*,*,83,12,0,0,95
KILLEEN ISD,'014906,41565,NOLAN MIDDLE,'014906055,1118,*,0,*,*,*,41,8,0,0,49
KILLEEN ISD,'014906,41565,EL ALTER LEARNING CENTER,'014906100,<10, , , , , , , , , , 
KILLEEN ISD,'014906,41565,CLIFTON PARK EL,'014906102,, , , , , ,*,10,*,*,*
KILLEEN ISD,'014906,41565,HARKER HEIGHTS EL,'014906105,618,0,1,0,0,1,22,4,0,0,26
KILLEEN ISD,'014906,41565,MEADOWS EL,'014906108,699, , , , , ,27,0,0,0,27
KILLEEN ISD,'014906,41565,PEEBLES EL,'014906109,474, , , , , ,16,4,0,0,20
KILLEEN ISD,'014906,41565,PERSHING PARK EL,'014906110,, , , , , ,*,7,*,*,*
KILLEEN ISD,'014906,41565,NOLANVILLE EL,'014906115,558,*,0,*,*,*,34,3,0,0,37
KILLEEN ISD,'014906,41565,CLARKE EL,'014906116,507, , , , , ,20,1,0,0,21
KILLEEN ISD,'014906,41565,HAY BRANCH EL,'014906119,568, , , , , ,12,3,0,0,15
KILLEEN ISD,'014906,41565,WILLOW SPRINGS EL,'014906120,709, , , , , ,37,17,0,0,54
KILLEEN ISD,'014906,41565,MOUNTAIN VIEW EL,'014906121,779,*,1,*,*,*,47,25,0,0,72
KILLEEN ISD,'014906,41565,REECES CREEK EL,'014906122,816, , , , , ,12,2,0,0,14
KILLEEN ISD,'014906,41565,CLEAR CREEK EL,'014906123,618,*,0,*,*,*,12,5,0,0,17
KILLEEN ISD,'014906,41565,CEDAR VALLEY EL,'014906124,552, , , , , ,20,3,0,0,23
KILLEEN ISD,'014906,41565,BROOKHAVEN EL,'014906125,580,0,1,0,0,1,46,10,0,0,56
KILLEEN ISD,'014906,41565,VENABLE VILLAGE EL,'014906126,605,*,0,*,*,*,19,5,0,0,24
KILLEEN ISD,'014906,41565,TRIMMIER EL,'014906127,733, , , , , ,24,10,0,0,34
KILLEEN ISD,'014906,41565,MONTAGUE VILLAGE EL,'014906128,497, , , , , ,20,11,0,0,31
KILLEEN ISD,'014906,41565,MAXDALE EL,'014906129,584,*,0,*,*,*,12,6,0,0,18
KILLEEN ISD,'014906,41565,IRA CROSS JR EL,'014906130,587, , , , , ,22,3,0,0,25
KILLEEN ISD,'014906,41565,IDUMA EL,'014906131,750,5,3,0,0,8,28,8,0,0,36
KILLEEN ISD,'014906,41565,OVETA CULP HOBBY EL,'014906132,642,*,0,*,*,*,17,11,0,0,28
KILLEEN ISD,'014906,41565,TIMBER RIDGE EL,'014906133,758, , , , , ,33,9,0,0,42
KILLEEN ISD,'014906,41565,SAEGERT EL,'014906135,849,*,0,*,*,*,100,14,0,1,113
KILLEEN ISD,'014906,41565,SKIPCHA EL,'014906136,880, , , , , ,34,10,0,0,44
KILLEEN ISD,'014906,41565,RICHARD E CAVAZOS EL,'014906137,566,0,1,0,0,1,15,8,0,0,23
KILLEEN ISD,'014906,41565,HAYNES EL,'014906138,753,*,0,*,*,*,67,12,0,0,79
KILLEEN ISD,'014906,41565,DR JOSEPH A FOWLER EL,'014906139,718,*,0,*,*,*,52,19,0,1,70
KILLEEN ISD,'014906,41565,ALICE W DOUSE EL,'014906140,921, , , , , ,35,12,0,0,47
KILLEEN ISD,'014906,41565,MAUDE MOORE WOOD EL,'014906141,650,*,0,*,*,*,32,9,0,0,41
KILLEEN ISD,'014906,41565,PERSHING PARK EL,'014906142,952, , , , , ,*,0,*,*,*
KILLEEN ISD,'014906,41565,KILLEEN EL,'014906143,947, , , , , ,25,15,0,0,40
KILLEEN ISD,'014906,41565,CLIFTON PARK EL,'014906144,924, , , , , ,*,1,*,*,*
KILLEEN ISD,'014906,41565,PAT CARNEY EL,'014906145,651, , , , , ,28,4,0,0,32
KILLEEN ISD TOTAL,'014906,41565,,,41565,39,13,0,0,52,1908,444,0,2,2350
ROGERS ISD,'014907,901,ROGERS H S,'014907001,297, , , , , ,13,1,2,6,6
ROGERS ISD,'014907,901,ROGERS MIDDLE,'014907041,196, , , , , ,10,0,0,3,7
ROGERS ISD,'014907,901,BELL COUNTY JJAEP,'014907042,0, , , , , , , , , , 
ROGERS ISD,'014907,901,BELL COUNTY DAEP,'014907043,0, , , , , , , , , , 
ROGERS ISD,'014907,901,ROGERS EL,'014907102,408, , , , , ,42,8,8,14,28
ROGERS ISD,'014907,901,,"Multiple
Campus",, , , , , ,0,2,1,1,0
ROGERS ISD TOTAL,'014907,901,,,901, , , , , ,65,11,11,24,41
SALADO ISD,'014908,2275,SALADO H S,'014908001,695, , , , , ,36,6,0,0,42
SALADO ISD,'014908,2275,BELL CO JJAEP,'014908002,0, , , , , , , , , , 
SALADO ISD,'014908,2275,BELL COUNTY DAEP,'014908005,<10, , , , , , , , , , 
SALADO ISD,'014908,2275,SALADO MIDDLE,'014908042,<550, , , , , ,*,2,*,*,*
SALADO ISD,'014908,2275,THOMAS ARNOLD EL,'014908102,1031, , , , , ,49,6,0,0,55
SALADO ISD,'014908,2275,,"Multiple
Campus",, , , , , ,0,3,0,0,3
SALADO ISD TOTAL,'014908,2275,,,2275, , , , , ,*,17,*,*,*
TEMPLE ISD,'014909,8522,TEMPLE H S,'014909002,2341, , , , , ,51,19,0,0,70
TEMPLE ISD,'014909,8522,"WHEATLEY ALTERNATIVE
EDUCATION CENTER",'014909005,39, , , , , ,*,0,*,*,*
TEMPLE ISD,'014909,8522,BELL CO J J A E P,'014909006,<10, , , , , , , , , , 
TEMPLE ISD,'014909,8522,FRED W EDWARDS ACADEMY AEC,'014909008,118, , , , , ,6,3,0,0,9
TEMPLE ISD,'014909,8522,LAMAR MIDDLE,'014909041,528, , , , , ,23,9,0,0,32
TEMPLE ISD,'014909,8522,TRAVIS SCIENCE ACADEMY,'014909042,643, , , , , ,17,5,0,0,22
TEMPLE ISD,'014909,8522,BONHAM MIDDLE,'014909044,651, , , , , ,18,9,0,0,27
TEMPLE ISD,'014909,8522,"MERIDITH-DUNBAR EARLY
CHILDHOOD ACADEMY",'014909101,386, , , , , ,*,7,*,*,*
TEMPLE ISD,'014909,8522,CATER EL,'014909102,311, , , , , ,*,4,*,*,*
TEMPLE ISD,'014909,8522,JEFFERSON EL,'014909107,522, , , , , ,19,7,0,0,26
TEMPLE ISD,'014909,8522,SCOTT EL,'014909110,454, , , , , ,*,10,*,*,*
TEMPLE ISD,'014909,8522,THORNTON EL,'014909111,764, , , , , ,19,7,0,0,26
TEMPLE ISD,'014909,8522,WESTERN HILLS EL,'014909114,432, , , , , ,15,12,0,0,27
TEMPLE ISD,'014909,8522,RAYE-ALLEN EL,'014909116,513, , , , , ,*,3,*,*,*
TEMPLE ISD,'014909,8522,KENNEDY-POWELL EL,'014909117,411, , , , , ,10,2,0,0,12
TEMPLE ISD,'014909,8522,HECTOR P GARCIA EL,'014909118,404, , , , , ,7,8,0,0,15
TEMPLE ISD,'014909,8522,SCOTT & WHITE HOSPITAL,'014909198,<10, , , , , , , , , , 
TEMPLE ISD TOTAL,'014909,8522,,,8522, , , , , ,201,105,0,0,306
TROY ISD,'014910,1639,TROY H S,'014910001,451, , , , , ,30,4,0,2,32
TROY ISD,'014910,1639,RAYMOND MAYS MIDDLE,'014910041,410, , , , , ,30,6,0,1,35
TROY ISD,'014910,1639,TROY J J A E P,'014910042,0, , , , , , , , , , 
TROY ISD,'014910,1639,TROY EL,'014910101,359, , , , , ,11,6,0,2,15
TROY ISD,'014910,1639,EDNA BIGHAM MAYS EL,'014910103,419, , , , , ,9,5,0,5,9
TROY ISD TOTAL,'014910,1639,,,1639, , , , , ,80,21,0,10,91
POR VIDA ACADEMY,'015801,119,POR VIDA ACADEMY CHARTER H S,'015801001,77, , , , , , , , , , 
POR VIDA ACADEMY,'015801,119,"POR VIDA ACADEMY CORPUS
CHRISTI",'015801002,42, , , , , , , , , , 
POR VIDA ACADEMY TOTAL,'015801,119,,,119, , , , , , , , , , 
GEORGE GERVIN ACADEMY,'015802,808,GEORGE GERVIN ACADEMY,'015802001,701, , , , , , , , , , 
GEORGE GERVIN ACADEMY,'015802,808,RUTH JONES MCCLENDON MIDDLE,'015802004,107, , , , , , , , , , 
"GEORGE GERVIN ACADEMY
TOTAL",'015802,808,,,808, , , , , , , , , , 
"NEW FRONTIERS PUBLIC
SCHOOLS INC",'015805,150,"FRANK L MADLA EARLY COLLEGE H
S",'015805001,150, , , , , ,*,0,*,*,*
"NEW FRONTIERS PUBLIC
SCHOOLS INC",'015805,150,"FRANK L MADLA ACCELERATED
COLLEGIATE ACADEMY",'015805041,0, , , , , , , , , , 
"NEW FRONTIERS PUBLIC
SCHOOLS INC TOTAL",'015805,150,,,150, , , , , ,*,0,*,*,*
"SCHOOL OF EXCELLENCE IN
EDUCATION",'015806,350,"LEGACY TRADITIONAL SCHOOL -
LEE ACADEMY",'015806003,81, , , , , ,*,0,*,*,*
"SCHOOL OF EXCELLENCE IN
EDUCATION",'015806,350,"LEGACY TRADITIONAL SCHOOL -
SAENZ J H",'015806041,34, , , , , , , , , , 
"SCHOOL OF EXCELLENCE IN
EDUCATION",'015806,350,"LEGACY TRADITIONAL SCHOOL -
KELLEY EL",'015806101,153, , , , , ,*,0,*,*,*
"SCHOOL OF EXCELLENCE IN
EDUCATION",'015806,350,"LEGACY TRADITIONAL SCHOOL -
WALKER EL",'015806106,82, , , , , ,*,0,*,*,*
"SCHOOL OF EXCELLENCE IN
EDUCATION TOTAL",'015806,350,,,350, , , , , ,10,0,8,2,0
"SOUTHWEST PREPARATORY
SCHOOL",'015807,833,"SOUTHWEST PREPARATORY
SCHOOL",'015807001,66, , , , , , , , , , 
"SOUTHWEST PREPARATORY
SCHOOL",'015807,833,"SOUTHWEST PREPARATORY
SOUTHEAST CAMPUS",'015807002,187, , , , , , , , , , 
"SOUTHWEST PREPARATORY
SCHOOL",'015807,833,"SOUTHWEST PREPARATORY
SCHOOL-NORTHWEST",'015807004,166, , , , , , , , , , 
"SOUTHWEST PREPARATORY
SCHOOL",'015807,833,NEW DIRECTIONS,'015807005,73, , , , , , , , , , 
"SOUTHWEST PREPARATORY
SCHOOL",'015807,833,SOUTHWEST PREP NORTHWEST EL,'015807101,91, , , , , , , , , , 
"SOUTHWEST PREPARATORY
SCHOOL",'015807,833,SEGUIN EL,'015807102,250, , , , , , , , , , 
"SOUTHWEST PREPARATORY
SCHOOL TOTAL",'015807,833,,,833, , , , , , , , , , 
INSPIRE ACADEMIES,'015808,643,"JHW INSPIRE ACADEMY - HAYS
COUNTY",'015808003,46, , , , , , , , , , 
INSPIRE ACADEMIES,'015808,643,"JHW INSPIRE ACADEMY -
ROCKDALE",'015808007,59, , , , , , , , , , 
INSPIRE ACADEMIES,'015808,643,ANNE FRANK INSPIRE ACADEMY,'015808009,471, , , , , , , , , , 
INSPIRE ACADEMIES,'015808,643,"JHW INSPIRE ACADEMY - LEGACY
RANCH",'015808012,33, , , , , , , , , , 
INSPIRE ACADEMIES,'015808,643,"JHW INSPIRE ACADEMY - BELL
COUNTY",'015808014,21, , , , , , , , , , 
INSPIRE ACADEMIES,'015808,643,"JHW INSPIRE ACADEMY-
TOUCHSTONE",'015808015,0, , , , , , , , , , 
INSPIRE ACADEMIES,'015808,643,"JHW INSPIRE ACADEMIES- RISE
RECOVERY",'015808016,13, , , , , , , , , , 
INSPIRE ACADEMIES,'015808,643,,"Multiple
Campus",, , , , , ,0,2,0,1,1
INSPIRE ACADEMIES TOTAL,'015808,643,,,643, , , , , ,0,2,0,1,1
BEXAR COUNTY ACADEMY,'015809,272,BEXAR COUNTY ACADEMY,'015809101,272, , , , , ,17,8,3,1,21
"BEXAR COUNTY ACADEMY
TOTAL",'015809,272,,,272, , , , , ,17,8,3,1,21
"POSITIVE SOLUTIONS CHARTER
SCHOOL",'015814,84,POSITIVE SOLUTIONS CHARTER,'015814001,84, , , , , ,*,1,*,*,*
"POSITIVE SOLUTIONS CHARTER
SCHOOL TOTAL",'015814,84,,,84, , , , , ,*,1,*,*,*
HERITAGE ACADEMY,'015815,579,"HERITAGE ACADEMY OF
WINDCREST",'015815001,108, , , , , ,11,0,5,3,3
HERITAGE ACADEMY,'015815,579,HERITAGE ACADEMY OF DEL RIO,'015815041,192, , , , , ,*,0,*,*,*
HERITAGE ACADEMY,'015815,579,"HERITAGE ACADEMY OF DEL RIO
MIDDLE",'015815042,237, , , , , ,*,0,*,*,*
HERITAGE ACADEMY,'015815,579,HERITAGE ACADEMY,'015815101,26, , , , , ,*,0,*,*,*
HERITAGE ACADEMY,'015815,579,"HERITAGE ACADEMY OF SAN
ANTONIO",'015815104,16, , , , , , , , , , 
HERITAGE ACADEMY,'015815,579,,"Multiple
Campus",, , , , , ,0,2,0,1,1
HERITAGE ACADEMY TOTAL,'015815,579,,,579, , , , , ,*,2,*,*,*
JUBILEE ACADEMIES,'015822,5856,JUBILEE SAN ANTONIO,'015822001,946, , , , , ,30,0,30,0,0
JUBILEE ACADEMIES,'015822,5856,JUBILEE HIGHLAND HILLS,'015822002,811, , , , , ,16,1,17,0,0
JUBILEE ACADEMIES,'015822,5856,"JUBILEE - LAKE VIEW UNIVERSITY
PREP",'015822004,511, , , , , ,*,0,*,*,*
JUBILEE ACADEMIES,'015822,5856,JUBILEE HIGHLAND PARK,'015822005,269, , , , , ,12,0,12,0,0
JUBILEE ACADEMIES,'015822,5856,JUBILEE KINGSVILLE,'015822006,300, , , , , ,*,0,*,*,*
JUBILEE ACADEMIES,'015822,5856,JUBILEE LIVING WAY,'015822007,372, , , , , ,6,0,6,0,0
JUBILEE ACADEMIES,'015822,5856,JUBILEE HARLINGEN,'015822008,407, , , , , ,10,0,10,0,0
JUBILEE ACADEMIES,'015822,5856,JUBILEE WELLS BRANCH,'015822009,495, , , , , ,13,1,14,0,0
JUBILEE ACADEMIES,'015822,5856,JUBILEE BROWNSVILLE,'015822010,1052, , , , , ,7,0,7,0,0
JUBILEE ACADEMIES,'015822,5856,JUBILEE LEADERSHIP ACADEMY,'015822011,204, , , , , ,*,0,*,*,*
JUBILEE ACADEMIES,'015822,5856,JUBILEE WESTWOOD,'015822012,238, , , , , ,0,1,1,0,0
JUBILEE ACADEMIES,'015822,5856,JUBILEE ACADEMIES MIDDLE,'015822013,137, , , , , , , , , , 
JUBILEE ACADEMIES,'015822,5856,JUBILEE SENDERO,'015822014,114, , , , , , , , , , 
JUBILEE ACADEMIES,'015822,5856,,"Multiple
Campus",, , , , , ,0,11,11,0,0
JUBILEE ACADEMIES TOTAL,'015822,5856,,,5856, , , , , ,104,14,118,0,0
LIGHTHOUSE PUBLIC SCHOOLS,'015825,399,"LIGHTHOUSE CHARTER SCHOOL -
B CAMPUS",'015825001,210, , , , , , , , , , 
LIGHTHOUSE PUBLIC SCHOOLS,'015825,399,LIGHTHOUSE HIGH,'015825002,52, , , , , , , , , , 
LIGHTHOUSE PUBLIC SCHOOLS,'015825,399,LIGHTHOUSE CHARTER SCHOOL,'015825101,137, , , , , , , , , , 
"LIGHTHOUSE PUBLIC SCHOOLS
TOTAL",'015825,399,,,399, , , , , , , , , , 
"SCHOOL OF SCIENCE AND
TECHNOLOGY",'015827,4020,"SCHOOL OF SCIENCE AND
TECHNOLOGY",'015827001,449, , , , , ,23,1,0,0,24
"SCHOOL OF SCIENCE AND
TECHNOLOGY",'015827,4020,"SCHOOL OF SCIENCE AND
TECHNOLOGY - ALAMO",'015827002,806, , , , , ,24,3,0,3,24
"SCHOOL OF SCIENCE AND
TECHNOLOGY",'015827,4020,"SCHOOL OF SCIENCE AND
TECHNOLOGY HOUSTON",'015827003,525, , , , , ,8,2,0,0,10
"SCHOOL OF SCIENCE AND
TECHNOLOGY",'015827,4020,"SCHOOL OF SCIENCE AND
TECHNOLOGY EXCELLENCE",'015827004,525, , , , , ,12,1,0,0,13
"SCHOOL OF SCIENCE AND
TECHNOLOGY",'015827,4020,"SCHOOL OF SCIENCE AND
TECHNOLOGY SPRING",'015827005,818, , , , , ,33,1,3,2,29
"SCHOOL OF SCIENCE AND
TECHNOLOGY",'015827,4020,"SCHOOL OF SCIENCE AND
TECHNOLOGY CHAMPIONS",'015827006,670, , , , , ,12,4,0,0,16
"SCHOOL OF SCIENCE AND
TECHNOLOGY",'015827,4020,"SCHOOL OF SCIENCE AND
TECHNOLOGY SCHERTZ",'015827007,227, , , , , ,*,1,*,*,*
"SCHOOL OF SCIENCE AND
TECHNOLOGY TOTAL",'015827,4020,,,4020, , , , , ,*,13,*,*,*
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4487,"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828001,707, , , , , ,*,2,*,*,*
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4487,"HARMONY SCHOOL OF
INNOVATION - SAN ANTONIO",'015828002,433, , , , , ,*,8,*,*,*
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4487,"HARMONY SCIENCE ACADEMY -
LAREDO",'015828003,626, , , , , ,7,5,7,5,0
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4487,"HARMONY SCHOOL OF
INNOVATION - LAREDO",'015828004,650, , , , , ,10,2,3,9,0
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4487,"HARMONY SCIENCE ACADEMY -
BROWNSVILLE",'015828005,501, , , , , ,13,4,0,17,0
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4487,"HARMONY SCHOOL OF
EXCELLENCE - SAN ANTONIO",'015828006,384, , , , , ,14,3,0,17,0
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4487,"HARMONY SCHOOL OF
INNOVATION - BROWNSVILLE",'015828007,568, , , , , ,23,2,18,7,0
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4487,"HARMONY SCHOOL OF
EXCELLENCE - LAREDO",'015828008,618, , , , , ,*,3,*,*,*
"HARMONY SCIENCE ACAD (SAN
ANTONIO)",'015828,4487,,"Multiple
Campus",, , , , , ,0,1,0,1,0
"HARMONY SCIENCE ACAD (SAN
ANTONIO) TOTAL",'015828,4487,,,4487, , , , , ,75,30,36,69,0
BROOKS ACADEMIES OF TEXAS,'015830,3171,"BROOKS ACADEMY OF SCIENCE
AND ENGINEERING",'015830001,1311,*,0,*,*,*,39,5,0,42,2
BROOKS ACADEMIES OF TEXAS,'015830,3171,BROOKS COLLEGIATE ACADEMY,'015830101,1475,*,0,*,*,*,71,5,0,71,5
BROOKS ACADEMIES OF TEXAS,'015830,3171,BROOKS ACADEMY LONESTAR,'015830102,142, , , , , ,*,3,*,*,*
BROOKS ACADEMIES OF TEXAS,'015830,3171,BROOKS ACADEMY OAKS,'015830103,243, , , , , ,13,2,0,13,2
BROOKS ACADEMIES OF TEXAS,'015830,3171,,"Multiple
Campus",, , , , , ,0,1,0,1,0
"BROOKS ACADEMIES OF TEXAS
TOTAL",'015830,3171,,,3171,*,0,*,*,*,*,16,*,*,*
"SCHOOL OF SCIENCE AND
TECHNOLOGY DISCOVERY",'015831,5334,"SCHOOL OF SCIENCE AND
TECHNOLOGY DISCOVERY",'015831001,572, , , , , ,9,2,0,1,10
"SCHOOL OF SCIENCE AND
TECHNOLOGY DISCOVERY",'015831,5334,"SCHOOL OF SCIENCE AND
TECHNOLOGY CORPUS CHRISTI",'015831002,2092, , , , , ,93,11,1,0,103
"SCHOOL OF SCIENCE AND
TECHNOLOGY DISCOVERY",'015831,5334,"SCHOOL OF SCIENCE AND
TECHNOLOGY ADVANCEMENT",'015831003,697, , , , , ,17,3,0,1,19
"SCHOOL OF SCIENCE AND
TECHNOLOGY DISCOVERY",'015831,5334,"SCHOOL OF SCIENCE AND
TECHNOLOGY NORTHWEST",'015831004,688, , , , , ,9,2,0,0,11
"SCHOOL OF SCIENCE AND
TECHNOLOGY DISCOVERY",'015831,5334,"SCHOOL OF SCIENCE AND
TECHNOLOGY SUGARLAND",'015831005,794, , , , , ,15,2,0,0,17
"SCHOOL OF SCIENCE AND
TECHNOLOGY DISCOVERY",'015831,5334,"SCHOOL OF SCIENCE AND
TECHNOLOGY HILL COUNTRY",'015831006,491, , , , , ,7,1,0,0,8
"SCHOOL OF SCIENCE AND
TECHNOLOGY DISCOVERY
TOTAL",'015831,5334,,,5334, , , , , ,150,21,1,2,168
"HENRY FORD ACADEMY
ALAMEDA SCHOOL FOR ART +
DESIGN",'015833,90,"HENRY FORD ACADEMY ALAMEDA
SCHOOL FOR ART + DESIGN",'015833001,90, , , , , , , , , , 
"HENRY FORD ACADEMY
ALAMEDA SCHOOL FOR ART +
DESIGN TOTAL",'015833,90,,,90, , , , , , , , , , 
BASIS TEXAS,'015834,3166,"BASIS SAN ANTONIO- SHAVANO
CAMPUS",'015834001,977, , , , , ,11,1,0,0,12
BASIS TEXAS,'015834,3166,"BASIS SAN ANTONIO- PRI NORTH
CENTRAL CAMPUS",'015834002,706, , , , , ,37,6,0,0,43
BASIS TEXAS,'015834,3166,"BASIS SAN ANTONIO - NORTHEAST
CAMPUS",'015834003,62, , , , , ,*,1,*,*,*
BASIS TEXAS,'015834,3166,BASIS AUSTIN,'015834004,119, , , , , ,0,1,0,0,1
BASIS TEXAS,'015834,3166,"BASIS SAN ANTONIO PRI- MEDICAL
CENTER CAMPUS",'015834101,739, , , , , ,8,0,0,0,8
BASIS TEXAS,'015834,3166,BASIS AUSTIN PRI,'015834102,215, , , , , ,0,1,0,0,1
